Subplot_ID,Rep,Awning,Treatment,Genotype,Grid_Location,Jul_21_IR,Jul_11_IR
60846,1,8,dry,TB_0433,H22,39.4655,39.6763125
60847,1,8,dry,TB_0335,H23,37.8944375,36.993125
60848,1,8,dry,TB_0471,H24,38.3481875,36.3381875
60849,1,8,dry,B100,I19,34.762,35.0506875
60850,1,8,dry,TB_0100,I20,35.489,35.868125
60851,1,8,dry,TB_0003,I21,36.9785625,35.7345625
60852,1,8,dry,TB_0423,I22,36.590625,35.9194375
60853,1,8,dry,TB_0267,I23,36.3485625,35.785375
60854,1,8,dry,TB_0047,I24,37.894625,36.280625
60855,1,8,dry,TB_0296,J19,34.9235625,36.2505625
60856,1,8,dry,TB_0531,J20,34.8295,35.0385625
60857,1,8,dry,TB_0409,J21,35.15525,35.7136875
60858,1,8,dry,TB_0311,J22,35.2276875,34.2315625
60859,1,8,dry,B100,J23,34.947625,34.950625
60860,1,8,dry,TB_0239,J24,53.8241875,38.680125
60901,2,9,dry,TB_0423,A6,37.3091875,37.327
60902,2,9,dry,B100,A5,36.1823125,35.24775
60903,2,9,dry,TB_0037,A4,35.510125,35.1228125
60904,2,9,dry,TB_0097,A3,35.13975,35.1293125
60905,2,9,dry,TB_0500,A2,34.804625,36.292875
60906,2,9,dry,TB_0063,A1,34.089375,36.67225
60907,2,9,dry,TB_0476,B6,36.1236875,35.0814375
60908,2,9,dry,TB_0428,B5,36.7079375,35.63575
60909,2,9,dry,B100,B4,35.4796875,38.57475
60910,2,9,dry,TB_0512,B3,35.0733125,36.7998125
60911,2,9,dry,TB_0368,B2,35.2725,35.656875
60912,2,9,dry,TB_0496,B1,34.6026875,36.6513125
60913,2,9,dry,TB_0477,C6,35.1014375,34.862625
60914,2,9,dry,TB_0355,C5,35.69025,36.0294375
60915,2,9,dry,TB_0439,C4,34.73725,33.889125
60916,2,9,dry,TB_0549,C3,34.446,33.6385
60917,2,9,dry,TB_0554,C2,34.1385625,33.8264375
60918,2,9,dry,B100,C1,33.660375,35.0976875
60919,2,9,dry,TB_0212,D6,39.7545625,37.6839375
60920,2,9,dry,B100,D5,35.0529375,34.0660625
60921,2,9,dry,TB_0122,D4,34.284625,33.4681875
60922,2,9,dry,TB_0495,D3,34.24,34.5253125
60923,2,9,dry,TB_0100,D2,35.211,35.5403125
60924,2,9,dry,TB_0577,D1,34.021875,34.0606875
60925,2,9,dry,TB_0205,E6,37.3754375,45.8796875
60926,2,9,dry,TB_0497,E5,35.4443125,35.010625
60927,2,9,dry,TB_0593,E4,35.4418125,34.6331875
60928,2,9,dry,TB_0508,E3,34.151125,34.024375
60929,2,9,dry,TB_0342,E2,36.2025,37.6608125
60930,2,9,dry,TB_0204,E1,39.77575,39.402
60931,2,9,dry,TB_0522,F6,37.4923125,35.437125
60932,2,9,dry,TB_0317,F5,37.58625,37.0085
60933,2,9,dry,TB_0088,F4,35.245875,35.9600625
60934,2,9,dry,B100,F3,35.8754375,40.3840625
60935,2,9,dry,TB_0064,F2,34.593,37.472875
60936,2,9,dry,TB_0154,F1,34.539375,37.4998125
60937,2,9,dry,TB_0465,G6,34.34125,33.429625
60938,2,9,dry,TB_0434,G5,36.1396875,35.3553125
60939,2,9,dry,TB_0315,G4,36.622125,40.8703125
60940,2,9,dry,TB_0206,G3,40.9826875,45.512
60941,2,9,dry,TB_0096,G2,35.2459375,39.871
60942,2,9,dry,TB_0239,G1,35.288,40.2020625
60943,2,9,dry,TB_0128,H6,38.475375,35.1425
60944,2,9,dry,TB_0010,H5,35.62225,35.834
60945,2,9,dry,B100,H4,34.8249375,37.71075
60946,2,9,dry,TB_0429,H3,35.8974375,44.1405625
60947,2,9,dry,TB_0501,H2,34.3521875,36.0935625
60948,2,9,dry,TB_0314,H1,33.7965625,37.2635625
60949,2,9,dry,B100,I6,35.431375,35.44975
60950,2,9,dry,TB_0401,I5,34.896625,34.3680625
60951,2,9,dry,TB_0311,I4,35.09325,34.8979375
60952,2,9,dry,TB_0462,I3,35.62,34.4759375
60953,2,9,dry,TB_0124,I2,34.25475,33.83225
60954,2,9,dry,TB_0256,I1,33.7238125,35.9056875
60955,2,9,dry,TB_0208,J6,39.2673125,39.27275
60956,2,9,dry,TB_0146,J5,35.801125,34.155625
60957,2,9,dry,TB_0109,J4,34.6294375,33.6368125
60958,2,9,dry,TB_0155,J3,35.299875,34.15575
60959,2,9,dry,B100,J2,34.69025,33.963875
60960,2,9,dry,TB_0044,J1,34.124875,33.488375
61001,2,10,dry,TB_0101,A7,36.374625,35.982
61002,2,10,dry,B100,A8,36.19175,37.0759375
61003,2,10,dry,TB_0337,A9,48.415375,55.4245625
61004,2,10,dry,TB_0259,A10,39.106875,36.4388125
61005,2,10,dry,TB_0581,A11,38.120625,35.7305625
61006,2,10,dry,TB_0582,A12,39.7075,35.973625
61007,2,10,dry,TB_0348,B7,36.2874375,38.00025
61008,2,10,dry,TB_0357,B8,36.753875,37.3106875
61009,2,10,dry,B100,B9,35.72325,37.351
61010,2,10,dry,TB_0169,B10,36.7658125,35.946375
61011,2,10,dry,TB_0340,B11,38.16825,36.3310625
61012,2,10,dry,TB_0255,B12,39.5360625,36.4679375
61013,2,10,dry,TB_0418,C7,35.7339375,36.1080625
61014,2,10,dry,TB_0469,C8,35.5014375,36.669
61015,2,10,dry,TB_0023,C9,35.601125,38.4863125
61016,2,10,dry,TB_0530,C10,36.397125,36.781875
61017,2,10,dry,TB_0226,C11,37.7775,37.403
61018,2,10,dry,B100,C12,37.571125,36.251625
61019,2,10,dry,TB_0366,D7,35.1936875,36.37
61020,2,10,dry,B100,D8,34.6096875,34.8846875
61021,2,10,dry,TB_0039,D9,35.6925,34.761875
61022,2,10,dry,TB_0559,D10,35.8779375,34.1429375
61023,2,10,dry,TB_0017,D11,36.7371875,35.844125
61024,2,10,dry,TB_0460,D12,37.4695625,35.3146875
61025,2,10,dry,TB_0412,E7,35.8664375,36.919
61026,2,10,dry,TB_0282,E8,35.3851875,35.836625
61027,2,10,dry,TB_0544,E9,35.6813125,35.272125
61028,2,10,dry,TB_0606,E10,36.420625,35.2979375
61029,2,10,dry,TB_0441,E11,39.5603125,37.3514375
61030,2,10,dry,TB_0433,E12,39.2840625,36.2498125
61031,2,10,dry,TB_0296,F7,35.1573125,36.7954375
61032,2,10,dry,TB_0050,F8,35.5171875,36.6911875
61033,2,10,dry,TB_0127,F9,36.211875,37.1914375
61034,2,10,dry,B100,F10,36.188625,35.9863125
61035,2,10,dry,TB_0191,F11,37.9193125,35.9516875
61036,2,10,dry,TB_0558,F12,39.7148125,35.3190625
61037,2,10,dry,TB_0339,G7,35.8535,39.716
61038,2,10,dry,TB_0156,G8,36.980125,36.692875
61039,2,10,dry,TB_0068,G9,35.9375625,34.9774375
61040,2,10,dry,TB_0409,G10,36.78825,35.8903125
61041,2,10,dry,TB_0579,G11,37.1295,36.7965
61042,2,10,dry,TB_0467,G12,38.483875,34.8666875
61043,2,10,dry,TB_0610,H7,35.0245625,35.596375
61044,2,10,dry,TB_0527,H8,35.627375,35.546
61045,2,10,dry,B100,H9,36.180875,35.9388125
61046,2,10,dry,TB_0125,H10,37.5031875,35.84175
61047,2,10,dry,TB_0354,H11,36.546,36.054625
61048,2,10,dry,TB_0015,H12,36.788,34.619875
61049,2,10,dry,B100,I7,35.0344375,35.5685625
61050,2,10,dry,TB_0407,I8,36.0143125,36.3196875
61051,2,10,dry,TB_0478,I9,36.2584375,36.0146875
61052,2,10,dry,TB_0430,I10,38.9883125,35.625125
61053,2,10,dry,TB_0103,I11,37.1160625,35.1716875
61054,2,10,dry,TB_0611,I12,38.4838125,34.8209375
61055,2,10,dry,TB_0266,J7,35.858625,35.8408125
61056,2,10,dry,TB_0344,J8,36.0049375,34.7084375
61057,2,10,dry,TB_0130,J9,36.63625,34.274
61058,2,10,dry,TB_0430,J10,37.0575625,34.6918125
61059,2,10,dry,B100,J11,35.1395625,34.0084375
61060,2,10,dry,TB_0594,J12,37.3703125,35.7396875
61101,2,11,dry,TB_0503,A18,37.194375,36.852875
61102,2,11,dry,B100,A17,35.671625,36.6798125
61103,2,11,dry,TB_0285,A16,36.00825,36.7604375
61104,2,11,dry,TB_0056,A15,35.1140625,37.3385625
61105,2,11,dry,TB_0540,A14,34.8874375,35.774
61106,2,11,dry,TB_0034,A13,34.6165,36.7925625
61107,2,11,dry,TB_0605,B18,35.679375,34.6150625
61108,2,11,dry,TB_0551,B17,35.6079375,34.3554375
61109,2,11,dry,B100,B16,37.6645625,36.1496875
61110,2,11,dry,TB_0137,B15,36.17775,36.1064375
61111,2,11,dry,TB_0254,B14,35.3904375,36.942625
61112,2,11,dry,TB_0167,B13,34.691375,35.729875
61113,2,11,dry,TB_0165,C18,36.43825,36.37725
61114,2,11,dry,TB_0420,C17,36.874625,35.9604375
61115,2,11,dry,TB_0358,C16,37.9631875,37.427
61116,2,11,dry,TB_0444,C15,36.272,36.4219375
61117,2,11,dry,TB_0265,C14,35.9255,35.98275
61118,2,11,dry,B100,C13,34.944625,37.245125
61119,2,11,dry,TB_0343,D18,42.95275,44.3735625
61120,2,11,dry,B100,D17,36.595125,36.267375
61121,2,11,dry,TB_0447,D16,38.241375,39.457375
61122,2,11,dry,TB_0488,D15,37.3935,37.572125
61123,2,11,dry,TB_0352,D14,37.136125,38.9319375
61124,2,11,dry,TB_0424,D13,35.2186875,38.5068125
61125,2,11,dry,TB_0211,E18,39.82775,38.1995
61126,2,11,dry,TB_0436,E17,41.46275,41.0925
61127,2,11,dry,TB_0046,E16,40.46675,38.565375
61128,2,11,dry,TB_0417,E15,38.66,41.797875
61129,2,11,dry,TB_0316,E14,36.5823125,39.437
61130,2,11,dry,TB_0260,E13,35.5721875,38.6093125
61131,2,11,dry,TB_0258,F18,37.3035,36.3736875
61132,2,11,dry,TB_0598,F17,39.8090625,39.0904375
61133,2,11,dry,TB_0161,F16,39.3681875,39.129
61134,2,11,dry,B100,F15,38.09325,39.1659375
61135,2,11,dry,TB_0387,F14,36.8635,38.2266875
61136,2,11,dry,TB_0456,F13,35.1768125,36.9799375
61137,2,11,dry,TB_0384,G18,38.2880625,37.577375
61138,2,11,dry,TB_0269,G17,43.286,42.8701875
61139,2,11,dry,TB_0267,G16,37.0638125,37.327625
61140,2,11,dry,TB_0148,G15,40.1061875,41.506625
61141,2,11,dry,TB_0597,G14,36.1098125,35.8336875
61142,2,11,dry,TB_0555,G13,34.764625,35.548
61143,2,11,dry,TB_0129,H18,42.933375,39.2864375
61144,2,11,dry,TB_0310,H17,37.1709375,36.856375
61145,2,11,dry,B100,H16,36.9569375,36.9606875
61146,2,11,dry,TB_0493,H15,37.8925,38.009625
61147,2,11,dry,TB_0048,H14,35.934375,36.58325
61148,2,11,dry,TB_0547,H13,35.268125,35.9973125
61149,2,11,dry,B100,I18,35.4566875,35.6375625
61150,2,11,dry,TB_0335,I17,36.187,35.826375
61151,2,11,dry,TB_0531,I16,36.0143125,35.4310625
61152,2,11,dry,TB_0157,I15,36.286625,36.14075
61153,2,11,dry,TB_0446,I14,35.7100625,37.0983125
61154,2,11,dry,TB_0590,I13,34.7365,35.3984375
61155,2,11,dry,BLANK,J18,47.516125,52.2990625
61156,2,11,dry,TB_0341,J17,35.69625,36.212
61157,2,11,dry,TB_0047,J16,35.6064375,35.3271875
61158,2,11,dry,TB_0475,J15,35.6285625,34.6384375
61159,2,11,dry,B100,J14,35.5476875,34.847125
61160,2,11,dry,TB_0095,J13,36.3310625,35.38725
61201,2,12,dry,TB_0437,A19,34.839625,33.8781875
61202,2,12,dry,B100,A20,35.2626875,33.8978125
61203,2,12,dry,TB_0564,A21,35.89725,35.27075
61204,2,12,dry,TB_0513,A22,35.693,35.2984375
61205,2,12,dry,TB_0550,A23,36.6460625,35.8495
61206,2,12,dry,TB_0029,A24,37.6221875,36.5384375
61207,2,12,dry,TB_0131,B19,36.2884375,34.701125
61208,2,12,dry,TB_0362,B20,36.675375,36.1749375
61209,2,12,dry,B100,B21,36.242375,34.9406875
61210,2,12,dry,TB_0336,B22,36.5641875,35.28325
61211,2,12,dry,TB_0309,B23,36.7536875,34.7608125
61212,2,12,dry,TB_0640,B24,36.5983125,35.048125
61213,2,12,dry,TB_0274,C19,34.7498125,35.4759375
61214,2,12,dry,TB_0346,C20,36.8005625,36.9208125
61215,2,12,dry,TB_0319,C21,35.892,36.7476875
61216,2,12,dry,TB_0480,C22,36.0481875,35.99775
61217,2,12,dry,TB_0031,C23,36.1310625,34.573625
61218,2,12,dry,B100,C24,35.85225,32.9245625
61219,2,12,dry,TB_0641,D19,35.00225,33.347
61220,2,12,dry,B100,D20,35.0908125,33.8079375
61221,2,12,dry,TB_0560,D21,35.411,34.6225
61222,2,12,dry,TB_0107,D22,35.8790625,34.220375
61223,2,12,dry,TB_0471,D23,36.718875,35.2083125
61224,2,12,dry,TB_0275,D24,49.453625,37.019375
61225,2,12,dry,TB_0281,E19,35.430625,34.4749375
61226,2,12,dry,TB_0054,E20,35.3769375,34.46825
61227,2,12,dry,TB_0334,E21,35.6388125,34.994375
61228,2,12,dry,TB_0402,E22,35.5665,35.555875
61229,2,12,dry,TB_0363,E23,37.3915625,36.970625
61230,2,12,dry,TB_0486,E24,37.011125,36.6210625
61231,2,12,dry,TB_0135,F19,35.7184375,34.48475
61232,2,12,dry,TB_0228,F20,37.7329375,39.1288125
61233,2,12,dry,TB_0382,F21,35.6628125,37.064875
61234,2,12,dry,B100,F22,35.768875,36.6501875
61235,2,12,dry,TB_0509,F23,36.8135,37.284375
61236,2,12,dry,TB_0006,F24,36.743375,36.1334375
61237,2,12,dry,TB_0529,G19,35.19425,33.7550625
61238,2,12,dry,TB_0347,G20,34.9204375,34.7399375
61239,2,12,dry,TB_0025,G21,35.4908125,35.402125
61240,2,12,dry,TB_0414,G22,36.1203125,35.547875
61241,2,12,dry,TB_0492,G23,36.0310625,35.5279375
61242,2,12,dry,TB_0104,G24,36.33225,35.7838125
61243,2,12,dry,TB_0201,H19,35.2343125,33.5076875
61244,2,12,dry,TB_0534,H20,35.938125,34.3051875
61245,2,12,dry,B100,H21,35.4728125,34.478875
61246,2,12,dry,TB_0569,H22,36.3488125,35.204375
61247,2,12,dry,TB_0003,H23,36.829,36.0434375
61248,2,12,dry,TB_0612,H24,37.1103125,37.5425625
61249,2,12,dry,B100,I19,35.1689375,34.0501875
61250,2,12,dry,TB_0297,I20,34.858625,34.3098125
61251,2,12,dry,TB_0159,I21,36.8285,35.6445
61252,2,12,dry,TB_0126,I22,35.6324375,34.5380625
61253,2,12,dry,TB_0381,I23,35.57925,35.0955
61254,2,12,dry,A10,I24,43.1694375,36.592375
61255,2,12,dry,TB_0487,J19,34.6903125,33.4764375
61256,2,12,dry,TB_0261,J20,34.5975,33.2729375
61257,2,12,dry,TB_0294,J21,35.186875,33.7800625
61258,2,12,dry,TB_0353,J22,35.5449375,34.33475
61259,2,12,dry,B100,J23,34.5900625,34.2438125
61260,2,12,dry,TB_0386,J24,34.9561875,33.884875
61301,2,13,wet,TB_0423,A6,35.63775,33.2300625
61302,2,13,wet,B100,A5,35.6978125,33.367625
61303,2,13,wet,TB_0037,A4,36.6780625,33.9458125
61304,2,13,wet,BLANK,A3,36.1466875,40.6231875
61305,2,13,wet,TB_0500,A2,35.314875,35.4815625
61306,2,13,wet,TB_0063,A1,35.1143125,34.027375
61307,2,13,wet,TB_0428,B6,35.184125,32.796125
61308,2,13,wet,B100,B5,35.796125,33.7214375
61309,2,13,wet,TB_0476,B4,35.998875,33.1879375
61310,2,13,wet,TB_0512,B3,35.4123125,33.6960625
61311,2,13,wet,TB_0368,B2,35.07675,33.4730625
61312,2,13,wet,TB_0496,B1,34.94225,33.729625
61313,2,13,wet,TB_0477,C6,35.0025625,33.0040625
61314,2,13,wet,TB_0355,C5,35.852625,34.265
61315,2,13,wet,TB_0439,C4,36.3554375,32.7695625
61316,2,13,wet,TB_0549,C3,35.77875,33.3038125
61317,2,13,wet,TB_0554,C2,35.084875,33.4803125
61318,2,13,wet,B100,C1,34.8708125,33.4955625
61319,2,13,wet,TB_0212,D6,37.447625,33.2259375
61320,2,13,wet,B100,D5,35.8758125,32.8635625
61321,2,13,wet,TB_0122,D4,36.23125,33.059
61322,2,13,wet,TB_0495,D3,35.9681875,33.700125
61323,2,13,wet,TB_0100,D2,35.586625,32.99225
61324,2,13,wet,TB_0577,D1,35.1551875,33.3475625
61325,2,13,wet,TB_0205,E6,36.184,34.5883125
61326,2,13,wet,TB_0497,E5,37.244625,33.6048125
61327,2,13,wet,TB_0593,E4,36.7074375,33.559875
61328,2,13,wet,TB_0508,E3,35.619625,34.0515
61329,2,13,wet,TB_0342,E2,35.9530625,34.878125
61330,2,13,wet,TB_0204,E1,38.1503125,34.8825
61331,2,13,wet,TB_0522,F6,35.4250625,33.5440625
61332,2,13,wet,TB_0317,F5,36.5970625,34.0115
61333,2,13,wet,TB_0088,F4,35.604625,33.068875
61334,2,13,wet,B100,F3,35.4963125,32.75025
61335,2,13,wet,TB_0064,F2,35.1898125,33.3788125
61336,2,13,wet,TB_0154,F1,35.508625,33.531375
61337,2,13,wet,TB_0465,G6,34.7931875,32.4274375
61338,2,13,wet,TB_0434,G5,35.4364375,32.88125
61339,2,13,wet,TB_0315,G4,35.66225,33.7356875
61340,2,13,wet,TB_0206,G3,37.1981875,35.28025
61341,2,13,wet,TB_0096,G2,35.4478125,33.0445625
61342,2,13,wet,TB_0239,G1,34.8351875,33.5960625
61343,2,13,wet,TB_0128,H6,36.7585,33.8619375
61344,2,13,wet,TB_0010,H5,35.84025,33.81675
61345,2,13,wet,B100,H4,35.881,34.066375
61346,2,13,wet,TB_0429,H3,35.7559375,35.6414375
61347,2,13,wet,TB_0501,H2,35.4448125,35.1524375
61348,2,13,wet,TB_0314,H1,35.6235,34.43975
61349,2,13,wet,B100,I6,35.1054375,32.8764375
61350,2,13,wet,TB_0401,I5,35.720875,33.0398125
61351,2,13,wet,TB_0311,I4,35.3625625,33.4149375
61352,2,13,wet,TB_0462,I3,38.219625,39.0608125
61353,2,13,wet,TB_0124,I2,34.9563125,32.922875
61354,2,13,wet,TB_0256,I1,34.6080625,33.229625
61355,2,13,wet,TB_0208,J6,40.2723125,33.5634375
61356,2,13,wet,TB_0146,J5,35.7884375,32.7076875
61357,2,13,wet,TB_0109,J4,34.5178125,32.4525
61358,2,13,wet,TB_0155,J3,34.7920625,32.344875
61359,2,13,wet,B100,J2,34.547625,32.0533125
61360,2,13,wet,TB_0044,J1,35.2994375,32.5065625
61401,2,14,wet,TB_0101,A7,34.873,33.1470625
61402,2,14,wet,B100,A8,35.1848125,33.3829375
61403,2,14,wet,TB_0337,A9,35.6331875,35.01175
61404,2,14,wet,TB_0259,A10,35.9824375,34.5838125
61405,2,14,wet,TB_0581,A11,36.9586875,33.8388125
61406,2,14,wet,TB_0582,A12,36.8656875,33.704375
61407,2,14,wet,TB_0348,B7,34.362375,33.8048125
61408,2,14,wet,TB_0357,B8,35.0751875,35.82075
61409,2,14,wet,B100,B9,35.6351875,36.08575
61410,2,14,wet,TB_0169,B10,35.61325,34.848375
61411,2,14,wet,TB_0340,B11,35.695,34.8745
61412,2,14,wet,TB_0255,B12,35.788125,34.3726875
61413,2,14,wet,TB_0418,C7,34.6140625,33.0791875
61414,2,14,wet,TB_0469,C8,34.9615,33.86725
61415,2,14,wet,TB_0023,C9,35.731,34.2855625
61416,2,14,wet,TB_0530,C10,35.6104375,34.984
61417,2,14,wet,TB_0226,C11,36.377,34.3094375
61418,2,14,wet,B100,C12,36.087875,36.2159375
61419,2,14,wet,TB_0366,D7,34.62275,33.75875
61420,2,14,wet,B100,D8,34.5593125,33.1200625
61421,2,14,wet,TB_0039,D9,35.8610625,33.7623125
61422,2,14,wet,TB_0559,D10,35.26025,33.08975
61423,2,14,wet,TB_0017,D11,36.00325,33.7175
61424,2,14,wet,TB_0460,D12,36.2101875,34.1319375
61425,2,14,wet,TB_0412,E7,35.6248125,33.3816875
61426,2,14,wet,TB_0282,E8,35.6504375,33.588125
61427,2,14,wet,TB_0544,E9,35.7385625,33.8516875
61428,2,14,wet,TB_0606,E10,35.8066875,35.116875
61429,2,14,wet,TB_0441,E11,35.791125,35.9789375
61430,2,14,wet,TB_0433,E12,36.3899375,34.315375
61431,2,14,wet,TB_0296,F7,34.539875,33.9095625
61432,2,14,wet,TB_0050,F8,34.8911875,34.4668125
61433,2,14,wet,TB_0127,F9,34.6151875,34.37825
61434,2,14,wet,B100,F10,35.048125,34.715
61435,2,14,wet,TB_0191,F11,36.23075,34.295375
61436,2,14,wet,TB_0558,F12,36.456125,34.469625
61437,2,14,wet,TB_0339,G7,34.563375,33.2378125
61438,2,14,wet,TB_0156,G8,34.736875,33.637875
61439,2,14,wet,TB_0068,G9,35.399875,33.20525
61440,2,14,wet,TB_0409,G10,35.05425,33.98425
61441,2,14,wet,TB_0579,G11,35.0235,33.8489375
61442,2,14,wet,TB_0467,G12,36.19125,33.6260625
61443,2,14,wet,TB_0610,H7,34.5540625,33.5965625
61444,2,14,wet,TB_0527,H8,34.9608125,33.769375
61445,2,14,wet,B100,H9,34.7283125,34.14875
61446,2,14,wet,TB_0125,H10,34.730625,34.5268125
61447,2,14,wet,TB_0354,H11,35.611625,34.4984375
61448,2,14,wet,TB_0015,H12,36.3421875,34.2463125
61449,2,14,wet,B100,I7,34.45925,32.7309375
61450,2,14,wet,TB_0611,I8,34.073375,32.8823125
61451,2,14,wet,TB_0103,I9,34.4805625,32.9904375
61452,2,14,wet,TB_0411,I10,34.3459375,34.012375
61453,2,14,wet,TB_0478,I11,35.1321875,34.6234375
61454,2,14,wet,TB_0407,I12,36.0365625,35.3734375
61455,2,14,wet,TB_0266,J7,34.424125,33.1975625
61456,2,14,wet,TB_0344,J8,34.459625,33.1131875
61457,2,14,wet,TB_0130,J9,35.052375,32.992375
61458,2,14,wet,TB_0430,J10,35.4801875,33.036375
61459,2,14,wet,B100,J11,35.35575,32.6589375
61460,2,14,wet,TB_0594,J12,36.195,33.8404375
61501,2,15,wet,TB_0503,A18,37.1575625,33.2776875
61502,2,15,wet,B100,A17,36.4405625,33.6449375
61503,2,15,wet,TB_0285,A16,35.9535625,34.3935
61504,2,15,wet,TB_0056,A15,35.834875,34.2113125
61505,2,15,wet,TB_0540,A14,36.0748125,33.821875
61506,2,15,wet,TB_0034,A13,35.9296875,34.5749375
61507,2,15,wet,TB_0605,B18,35.9090625,32.2973125
61508,2,15,wet,TB_0551,B17,35.828375,32.2969375
61509,2,15,wet,B100,B16,36.09025,32.501375
61510,2,15,wet,TB_0137,B15,35.6665,32.6299375
61511,2,15,wet,TB_0254,B14,35.9298125,32.9621875
61512,2,15,wet,TB_0167,B13,35.7541875,33.0035625
61513,2,15,wet,TB_0165,C18,36.394125,32.1065625
61514,2,15,wet,TB_0420,C17,36.643125,32.6365625
61515,2,15,wet,TB_0358,C16,36.4644375,33.0088125
61516,2,15,wet,TB_0444,C15,36.174625,33.0791875
61517,2,15,wet,TB_0265,C14,36.5604375,33.5370625
61518,2,15,wet,B100,C13,35.4096875,32.92925
61519,2,15,wet,TB_0343,D18,44.076375,33.974125
61520,2,15,wet,B100,D17,36.2023125,32.6971875
61521,2,15,wet,TB_0447,D16,35.853375,32.9865625
61522,2,15,wet,TB_0488,D15,37.1038125,32.8335625
61523,2,15,wet,TB_0352,D14,36.18575,33.6165
61524,2,15,wet,TB_0424,D13,36.316,34.0274375
61525,2,15,wet,TB_0211,E18,36.50225,32.2045625
61526,2,15,wet,TB_0436,E17,36.7359375,33.3886875
61527,2,15,wet,TB_0046,E16,36.8825625,34.3310625
61528,2,15,wet,TB_0417,E15,37.161375,34.202125
61529,2,15,wet,TB_0316,E14,36.47825,33.706
61530,2,15,wet,TB_0260,E13,36.134,33.3675
61531,2,15,wet,TB_0258,F18,36.318875,32.45975
61532,2,15,wet,TB_0598,F17,36.129875,32.9860625
61533,2,15,wet,TB_0161,F16,36.296375,33.104
61534,2,15,wet,B100,F15,35.4453125,33.1648125
61535,2,15,wet,TB_0387,F14,35.811125,34.1209375
61536,2,15,wet,TB_0456,F13,35.7728125,33.424125
61537,2,15,wet,TB_0384,G18,36.9751875,33.39025
61538,2,15,wet,TB_0269,G17,36.25025,37.223
61539,2,15,wet,TB_0267,G16,35.93675,34.1595625
61540,2,15,wet,TB_0148,G15,37.008375,35.904875
61541,2,15,wet,TB_0597,G14,35.6470625,34.088375
61542,2,15,wet,TB_0555,G13,35.2184375,33.0643125
61543,2,15,wet,TB_0129,H18,37.4221875,33.2884375
61544,2,15,wet,TB_0310,H17,36.0739375,33.2025
61545,2,15,wet,B100,H16,35.5658125,33.1145
61546,2,15,wet,TB_0493,H15,35.6400625,32.786375
61547,2,15,wet,TB_0048,H14,35.341375,33.644875
61548,2,15,wet,TB_0547,H13,35.6188125,34.319
61549,2,15,wet,B100,I18,35.171625,31.7685625
61550,2,15,wet,TB_0335,I17,35.104625,32.0480625
61551,2,15,wet,TB_0531,I16,35.39925,32.54225
61552,2,15,wet,TB_0157,I15,35.589,32.2421875
61553,2,15,wet,TB_0446,I14,35.6753125,32.30675
61554,2,15,wet,TB_0590,I13,36.0474375,32.8358125
61555,2,15,wet,TB_0278,J18,35.758,32.377375
61556,2,15,wet,TB_0341,J17,35.28225,32.464875
61557,2,15,wet,TB_0047,J16,35.6353125,33.07425
61558,2,15,wet,TB_0475,J15,35.553625,32.095625
61559,2,15,wet,B100,J14,35.8856875,32.558875
61560,2,15,wet,TB_0095,J13,36.13825,32.118125
61601,2,16,wet,TB_0437,A19,34.5484375,32.949875
61602,2,16,wet,B100,A20,34.803125,33.1179375
61603,2,16,wet,TB_0564,A21,34.7868125,33.349875
61604,2,16,wet,TB_0513,A22,35.5035625,32.8036875
61605,2,16,wet,TB_0550,A23,36.29625,33.13425
61606,2,16,wet,TB_0029,A24,36.104625,33.47525
61607,2,16,wet,TB_0131,B19,34.20225,32.399125
61608,2,16,wet,BLANK,B20,34.58175,35.499125
61609,2,16,wet,B100,B21,35.8193125,32.4998125
61610,2,16,wet,TB_0336,B22,35.993,32.7346875
61611,2,16,wet,TB_0309,B23,35.597,33.108875
61612,2,16,wet,TB_0640,B24,35.280875,33.3665625
61613,2,16,wet,TB_0274,C19,34.4621875,33.891375
61614,2,16,wet,TB_0346,C20,35.6415625,34.3024375
61615,2,16,wet,TB_0319,C21,35.2236875,33.54
61616,2,16,wet,TB_0480,C22,35.615375,33.628375
61617,2,16,wet,TB_0031,C23,35.733875,33.5865625
61618,2,16,wet,B100,C24,35.5559375,32.9101875
61619,2,16,wet,TB_0641,D19,34.4685,33.1
61620,2,16,wet,B100,D20,33.571,32.73175
61621,2,16,wet,TB_0560,D21,34.105,32.801625
61622,2,16,wet,TB_0107,D22,34.73575,32.73175
61623,2,16,wet,TB_0471,D23,35.5461875,33.10325
61624,2,16,wet,TB_0275,D24,38.7294375,34.0905625
61625,2,16,wet,TB_0281,E19,33.7923125,32.945875
61626,2,16,wet,TB_0054,E20,34.1058125,33.4221875
61627,2,16,wet,TB_0334,E21,34.395375,33.244
61628,2,16,wet,TB_0402,E22,35.1265,33.3429375
61629,2,16,wet,TB_0363,E23,35.4059375,33.7709375
61630,2,16,wet,TB_0486,E24,36.02875,33.448375
61631,2,16,wet,TB_0135,F19,33.502625,33.4683125
61632,2,16,wet,TB_0228,F20,34.3913125,36.0824375
61633,2,16,wet,TB_0382,F21,34.05975,34.9273125
61634,2,16,wet,B100,F22,34.328625,33.6106875
61635,2,16,wet,TB_0509,F23,35.3853125,33.4374375
61636,2,16,wet,TB_0006,F24,34.987875,33.63175
61637,2,16,wet,TB_0529,G19,33.989875,32.929
61638,2,16,wet,TB_0347,G20,34.036,33.94575
