Subplot_ID,Rep,Awning,Treatment,Genotype,Grid_Location,Jul_16_notes,Jul_11_notes,Jul_12_notes,Jul_11_weather,Jul_21_notes,Jul_21_weather,Jul_21_IR,Jul_21_IR_std,Jul_21_IR_obs,Jul_21_IR_se,,Jul_11_IR,Jul_11_IR_std,Jul_11_IR_obs,Jul_11_IR_se,Jul_16_IR,Jul_16_IR_std,Jul_16_IR_obs,Jul_16_IR_se
60411,1,4,wet,TB_0317,B23,,,,,,,35.542,0.262123381,16,0.065530845,,32.5455,0.266633581,16,0.066658395,,,,
60412,1,4,wet,TB_0503,B24,,,,,,,36.3214375,0.335026759,16,0.08375669,,33.5365625,0.224921014,16,0.056230253,,,,
60413,1,4,wet,TB_0355,C19,,,,,,,36.128625,0.162915878,16,0.04072897,,32.7270625,0.411917381,16,0.102979345,,,,
60414,1,4,wet,TB_0569,C20,,,,,,,35.4328125,0.145276848,16,0.036319212,,32.0239375,0.239226662,16,0.059806666,,,,
60415,1,4,wet,TB_0316,C21,,,,,,,35.565375,0.239230955,16,0.059807739,,32.11425,0.146030819,16,0.036507705,,,,
60416,1,4,wet,TB_0006,C22,,,,,,,35.0015,0.24080753,16,0.060201883,,31.9619375,0.351731426,16,0.087932856,,,,
60417,1,4,wet,TB_0226,C23,,,,,,,35.5690625,0.314390939,16,0.078597735,,32.024625,0.135831697,16,0.033957924,,,,
60418,1,4,wet,B100,C24,,,,,,,35.043375,0.241050168,16,0.060262542,,32.279875,0.258949641,16,0.06473741,,,,
60419,1,4,wet,TB_0130,D19,,,,,,,35.6043125,0.20135101,16,0.050337752,,31.708125,0.131893328,16,0.032973332,,,,
60420,1,4,wet,B100,D20,,,,,,,35.399875,0.263883023,16,0.065970756,,31.61075,0.14337945,16,0.035844862,,,,
60421,1,4,wet,TB_0352,D21,,,,,,,35.44875,0.159908932,16,0.039977233,,32.343875,0.173420827,16,0.043355207,,,,
60422,1,4,wet,TB_0017,D22,,,,,,,35.3285,0.164700132,16,0.041175033,,32.3434375,0.226145667,16,0.056536417,,,,
60423,1,4,wet,TB_0054,D23,,,,,,,35.673125,0.181964786,16,0.045491196,,32.3450625,0.198580788,16,0.049645197,,,,
60424,1,4,wet,TB_0015,D24,,,,,,,36.0515,0.291778455,16,0.072944614,,32.79575,0.260921827,16,0.065230457,,,,
60425,1,4,wet,TB_0259,E19,,,,,,,36.274,0.171014619,16,0.042753655,,32.4679375,0.128860373,16,0.032215093,,,,
60426,1,4,wet,TB_0363,E20,,,,,,,36.504875,0.208198903,16,0.052049726,,32.49275,0.198268673,16,0.049567168,,,,
60427,1,4,wet,TB_0480,E21,,,,,,,36.2705,0.237471683,16,0.059367921,,32.567,0.169673019,16,0.042418255,,,,
60428,1,4,wet,TB_0310,E22,,,,,,,35.4186875,0.204902487,16,0.051225622,,32.3441875,0.224032206,16,0.056008051,,,,
60429,1,4,wet,TB_0437,E23,,,,,,,36.45275,0.439206481,16,0.10980162,,32.7560625,0.142248828,16,0.035562207,,,,
60430,1,4,wet,BLANK,E24,,blank,,,blank,,45.864875,1.386467977,16,0.346616994,,37.2750625,1.40787781,16,0.351969453,,,,
60431,1,4,wet,TB_0354,F19,,,,,,,36.2695,0.188341534,16,0.047085383,,32.39825,0.153195953,16,0.038298988,,,,
60432,1,4,wet,TB_0309,F20,,,,,,,36.5905,0.251637305,16,0.062909326,,32.832,0.205580803,16,0.051395201,,,,
60433,1,4,wet,BLANK,F21,,blank,,,blank,,39.4825,1.465218664,16,0.366304666,,38.64825,0.292775568,16,0.073193892,,,,
60434,1,4,wet,B100,F22,,,,,,,35.9894375,0.216742849,16,0.054185712,,32.8831875,0.250430887,16,0.062607722,,,,
60435,1,4,wet,TB_0444,F23,,,,,,,36.7688125,0.327501088,16,0.081875272,,32.1164375,0.160155745,16,0.040038936,,,,
60436,1,4,wet,TB_0157,F24,,,,,,,36.567125,0.441630143,16,0.110407536,,32.3219375,0.105619107,16,0.026404777,,,,
60437,1,4,wet,TB_0159,G19,,,,,,,35.537125,0.137119838,16,0.03427996,,32.3631875,0.183078933,16,0.045769733,,,,
60438,1,4,wet,TB_0314,G20,,,,,,,35.3390625,0.122758011,16,0.030689503,,32.515625,0.150548719,16,0.03763718,,,,
60439,1,4,wet,TB_0362,G21,,,,,,,35.5831875,0.176920027,16,0.044230007,,33.4195,0.169221354,16,0.042305339,,,,
60440,1,4,wet,TB_0048,G22,,,,,,,34.7695625,0.249739322,16,0.062434831,,34.050125,0.281629988,16,0.070407497,,,,
60441,1,4,wet,TB_0010,G23,,,,,,,35.1649375,0.206513105,16,0.051628276,,34.667375,0.210519952,16,0.052629988,,,,
60442,1,4,wet,TB_0285,G24,,,,,,,35.363875,0.193925716,16,0.048481429,,33.525375,0.320791911,16,0.080197978,,,,
60443,1,4,wet,TB_0088,H19,,,,,,,35.3006875,0.243928601,16,0.06098215,,32.5665625,0.13040346,16,0.032600865,,,,
60444,1,4,wet,TB_0430,H20,,,,,,,34.943125,0.176848664,16,0.044212166,,32.6629375,0.344863735,16,0.086215934,,,,
60445,1,4,wet,B100,H21,,,,,,,34.6625625,0.306877819,16,0.076719455,,32.2559375,0.313585176,16,0.078396294,,,,
60446,1,4,wet,TB_0433,H22,,,,,,,34.7760625,0.183196604,16,0.045799151,,32.2320625,0.271093211,16,0.067773303,,,,
60447,1,4,wet,TB_0335,H23,,,,,,,35.1773125,0.193966911,16,0.048491728,,32.1873125,0.201827556,16,0.050456889,,,,
60448,1,4,wet,TB_0471,H24,,,,,,,34.9825625,0.24985595,16,0.062463988,,32.5475,0.174205626,16,0.043551406,,,,
60449,1,4,wet,B100,I19,,,,,,,35.0815,0.145255637,16,0.036313909,,31.9365,0.230204547,16,0.057551137,,,,
60450,1,4,wet,TB_0100,I20,,,,,,,35.1900625,0.249089132,16,0.062272283,,32.18225,0.105072356,16,0.026268089,,,,
60451,1,4,wet,TB_0003,I21,,,,,,,35.3305625,0.148867265,16,0.037216816,,31.972125,0.275477253,16,0.068869313,,,,
60452,1,4,wet,TB_0423,I22,,,,,,,35.1931875,0.236714235,16,0.059178559,,32.0100625,0.140567644,16,0.035141911,,,,
60453,1,4,wet,TB_0267,I23,,,,,,,35.0484375,0.266657075,16,0.066664269,,32.09925,0.203846511,16,0.050961628,,,,
60454,1,4,wet,TB_0047,I24,,,,,,,34.871625,0.175290949,16,0.043822737,,32.398125,0.220964514,16,0.055241129,,,,
60455,1,4,wet,TB_0296,J19,,,,,,,35.5404375,0.197481465,16,0.049370366,,32.6088125,0.286755463,16,0.071688866,,,,
60456,1,4,wet,TB_0531,J20,,,,,,,35.044875,0.293686653,16,0.073421663,,32.6728125,0.207585876,16,0.051896469,,,,
60457,1,4,wet,TB_0409,J21,,,,,,,35.295875,0.126690634,16,0.031672658,,32.1295,0.170032154,16,0.042508038,,,,
60458,1,4,wet,TB_0311,J22,,,,,,,35.071875,0.24821063,16,0.062052657,,32.326375,0.182255818,16,0.045563955,,,,
60459,1,4,wet,B100,J23,,,,,,,35.088125,0.31895368,16,0.07973842,,31.7771875,0.232388244,16,0.058097061,,,,
60460,1,4,wet,TB_0239,J24,,,,,,,36.646125,0.390676998,16,0.097669249,,32.24525,0.198301622,16,0.049575406,,,,
60501,1,5,dry,TB_0135,A6,,,,,,,38.722,0.332762578,16,0.083190645,,38.79325,0.640267704,16,0.160066926,,,,
60502,1,5,dry,B100,A5,,,,,,,36.4754375,0.474744699,16,0.118686175,,38.7420625,0.654687149,16,0.163671787,,,,
60503,1,5,dry,TB_0254,A4,,,,,,,41.006,0.54067501,16,0.135168753,,41.8775,0.990957449,16,0.247739362,,,,
60504,1,5,dry,TB_0500,A3,,,,,,,38.11675,0.317023974,16,0.079255993,,41.5309375,1.598928536,16,0.399732134,,,,
60505,1,5,dry,TB_0353,A2,,,,,,,38.19,0.577607133,16,0.144401783,,44.250625,1.636194767,16,0.409048692,,,,
60506,1,5,dry,TB_0319,A1,,,,,,,38.2423125,0.748422672,16,0.187105668,,49.1175,2.730937836,16,0.682734459,,,,
60507,1,5,dry,TB_0513,B6,,,,,,,36.0508125,0.436094671,16,0.109023668,,38.9513125,0.497784253,16,0.124446063,,,,
60508,1,5,dry,TB_0128,B5,,,,,,,38.4693125,0.364050128,16,0.091012532,,38.2266875,0.660913683,16,0.165228421,,,,
60509,1,5,dry,B100,B4,,sm_probe,,,,,36.3185,1.003942163,16,0.250985541,,43.1141875,1.903774469,16,0.475943617,,,,
60510,1,5,dry,TB_0165,B3,,,,,,,38.18825,1.014546303,16,0.253636576,,46.5215,2.505372387,16,0.626343097,,,,
60511,1,5,dry,TB_0544,B2,,,,,,,36.1625625,0.237194988,16,0.059298747,,38.177125,0.395113465,16,0.098778366,,,,
60512,1,5,dry,TB_0161,B1,,,,,,,37.448375,0.83606179,16,0.209015447,,40.851,1.595321201,16,0.3988303,,,,
60513,1,5,dry,TB_0640,C6,,,,,,,35.310375,0.317627428,16,0.079406857,,37.153625,0.448411102,16,0.112102776,,,,
60514,1,5,dry,TB_0429,C5,,,,,,,40.854125,1.089052363,16,0.272263091,,41.022125,1.958419256,16,0.489604814,,,,
60515,1,5,dry,TB_0487,C4,,,,,,,37.4650625,0.906706235,16,0.226676559,,39.1213125,0.590214505,16,0.147553626,,,,
60516,1,5,dry,TB_0366,C3,,,,,,,42.744625,2.442424175,16,0.610606044,,46.981125,2.237627758,16,0.559406939,,,,
60517,1,5,dry,TB_0275,C2,,,,,,,39.046625,0.419831851,16,0.104957963,,45.1923125,2.708257539,16,0.677064385,,,,
60518,1,5,dry,B100,C1,,,,,,,36.50475,0.517268402,16,0.129317101,,40.4946875,1.220753905,16,0.305188476,,,,
60519,1,5,dry,TB_0336,D6,,sparse,,,,,39.5985,0.630358945,16,0.157589736,,45.86125,1.996459717,16,0.499114929,,,,
60520,1,5,dry,B100,D5,,,,,,,37.842875,1.536428277,16,0.384107069,,42.1780625,1.380295257,16,0.345073814,,,,
60521,1,5,dry,TB_0095,D4,,,,,,,41.102125,1.344524693,16,0.336131173,,40.2146875,0.811462689,16,0.202865672,,,,
60522,1,5,dry,TB_0436,D3,,,,,,,37.135375,0.50209931,16,0.125524827,,39.6616875,0.922033602,16,0.2305084,,,,
60523,1,5,dry,TB_0508,D2,,,,,,,35.5175625,0.252328878,16,0.063082219,,39.14775,0.723921773,16,0.180980443,,,,
60524,1,5,dry,TB_0104,D1,,,,,,,36.7506875,0.445185612,16,0.111296403,,42.8895,2.246129797,16,0.561532449,,,,
60525,1,5,dry,TB_0582,E6,,,,,,,40.001,0.829152097,16,0.207288024,,40.007375,1.759617719,16,0.43990443,,,,
60526,1,5,dry,TB_0154,E5,,,,,,,40.27825,0.657959827,16,0.164489957,,39.9920625,1.453963478,16,0.36349087,,,,
60527,1,5,dry,TB_0096,E4,,,,,,,40.4619375,0.882469449,16,0.220617362,,40.045625,1.421386078,16,0.35534652,,,,
60528,1,5,dry,TB_0211,E3,,,,,,,47.6243125,1.887050034,16,0.471762508,,42.33,1.353981979,16,0.338495495,,,,
60529,1,5,dry,TB_0039,E2,,,,,,,36.570875,0.436740026,16,0.109185006,,37.4928125,0.414337901,16,0.103584475,,,,
60530,1,5,dry,TB_0029,E1,,,,,,,37.4415625,0.56417751,16,0.141044377,,44.5100625,1.568554471,16,0.392138618,,,,
60531,1,5,dry,TB_0337,F6,,sparse,,,,,56.9576875,2.678899842,16,0.66972496,,58.1765,1.070271803,16,0.267567951,,,,
60532,1,5,dry,TB_0023,F5,,,,,,,40.650875,0.820777426,16,0.205194357,,42.1069375,1.815989371,16,0.453997343,,,,
60533,1,5,dry,TB_0418,F4,,,,,,,48.28725,2.786818915,16,0.696704729,,53.556625,4.224537132,16,1.056134283,,,,
60534,1,5,dry,B100,F3,,,,,,,39.9485,1.290328382,16,0.322582095,,44.3195,2.442449863,16,0.610612466,,,,
60535,1,5,dry,TB_0509,F2,,,,,,,38.88875,0.435410228,16,0.108852557,,39.023125,0.766792269,16,0.191698067,,,,
60536,1,5,dry,TB_0594,F1,,,,,,,36.3105625,0.267844972,16,0.066961243,,39.35575,1.021195411,16,0.255298853,,,,
60537,1,5,dry,TB_0125,G6,,beam,,,,,44.9948125,1.860173441,16,0.46504336,,46.1004375,2.11553785,16,0.528884463,,,,
60538,1,5,dry,TB_0611,G5,,beam,,,,,37.32775,0.354283408,16,0.088570852,,39.4485625,1.079054955,16,0.269763739,,,,
60539,1,5,dry,TB_0101,G4,,beam,,,,,45.06525,1.704331443,16,0.426082861,,42.5118125,2.506482189,16,0.626620547,,,,
60540,1,5,dry,TB_0477,G3,,beam,,,,,36.495375,0.31847844,16,0.07961961,,40.141125,2.032249554,16,0.508062389,,,,
60541,1,5,dry,TB_0428,G2,,beam,,,,,38.034375,0.670920152,16,0.167730038,,41.20425,2.368194798,16,0.592048699,,,,
60542,1,5,dry,TB_0467,G1,,beam,,,,,35.7093125,0.50240113,16,0.125600283,,37.9045,1.276309941,16,0.319077485,,,,
60543,1,5,dry,TB_0549,H6,,,,,,,37.8095,0.447742486,16,0.111935621,,40.827875,1.591970388,16,0.397992597,,,,
60544,1,5,dry,TB_0590,H5,,,,,,,38.13725,0.45520391,16,0.113800978,,39.9414375,0.919780769,16,0.229945192,,,,
60545,1,5,dry,B100,H4,,sm_probe,,,,,38.434125,0.726144051,16,0.181536013,,43.615375,1.846183627,16,0.461545907,,,,
60546,1,5,dry,TB_0407,H3,,,,,,,37.521375,0.529307582,16,0.132326896,,44.920125,3.836904705,16,0.959226176,,,,
60547,1,5,dry,TB_0109,H2,,,,,,,36.207375,0.273867821,16,0.068466955,,42.288,2.398870456,16,0.599717614,,,,
60548,1,5,dry,TB_0605,H1,,,,,,,35.40775,0.280723945,16,0.070180986,,38.2198125,1.005839498,16,0.251459875,,,,
60549,1,5,dry,B100,I6,,,,,,,35.914,0.38525749,16,0.096314372,,40.4150625,1.235072655,16,0.308768164,,,,
60550,1,5,dry,TB_0068,I5,,,,,,,35.877,0.301294319,16,0.07532358,,36.6055,0.489728905,16,0.122432226,,,,
60551,1,5,dry,TB_0127,I4,,,,,,,37.0375625,0.425630978,16,0.106407744,,39.534375,1.078020091,16,0.269505023,,,,
60552,1,5,dry,TB_0281,I3,,,,,,,37.9048125,0.779536719,16,0.19488418,,42.4473125,2.177564656,16,0.544391164,,,,
60553,1,5,dry,TB_0497,I2,,,,,,,37.085625,0.356290308,16,0.089072577,,41.5736875,1.622375038,16,0.405593759,,,,
60554,1,5,dry,TB_0475,I1,,sparse,,,,,37.669625,0.688006965,16,0.172001741,,45.8385625,3.134908079,16,0.78372702,,,,
60555,1,5,dry,TB_0558,J6,,,,,,,38.011125,0.469702583,16,0.117425646,,38.9738125,1.322207257,16,0.330551814,,,,
60556,1,5,dry,TB_0386,J5,,,,,,,36.3814375,0.556939849,16,0.139234962,,37.421125,0.767138221,16,0.191784555,,,,
60557,1,5,dry,TB_0126,J4,,,,,,,38.199,0.623909502,16,0.155977375,,38.2771875,1.039528625,16,0.259882156,,,,
60558,1,5,dry,TB_0347,J3,,,,,,,37.8383125,0.512997299,16,0.128249325,,40.4325625,2.069190275,16,0.517297569,,,,
60559,1,5,dry,B100,J2,,,,,,,37.065,0.690606979,16,0.172651745,,40.9356875,2.305217118,16,0.57630428,,,,
60560,1,5,dry,TB_0269,J1,,sparse,,,,,44.4266875,2.388784062,16,0.597196016,,45.501625,1.635402453,16,0.408850613,,,,
60601,1,6,dry,TB_0411,A7,,,,,,,35.5295625,0.245924641,16,0.06148116,,35.68125,0.911584152,16,0.227896038,,,,
60602,1,6,dry,TB_0297,A8,,,,,,,36.4785,0.285933326,16,0.071483331,,36.9909375,0.900458733,16,0.225114683,,,,
60603,1,6,dry,TB_0343,A9,,sparse,,,,,46.3906875,3.262365721,16,0.81559143,,50.9208125,3.188243513,16,0.797060878,,,,
60604,1,6,dry,B100,A10,,,,,,,36.504625,0.237491298,16,0.059372825,,34.9750625,0.910037762,16,0.227509441,,,,
60605,1,6,dry,TB_0530,A11,,,,,,,38.696125,0.374967176,16,0.093741794,,39.103,2.391408873,16,0.597852218,,,,
60606,1,6,dry,TB_0559,A12,,,,,,,39.7733125,0.421229268,16,0.105307317,,36.238,0.523174796,16,0.130793699,,,,
60607,1,6,dry,TB_0339,B7,,,,,,,35.7735625,0.436676229,16,0.109169057,,38.896375,3.435047867,16,0.858761967,,,,
60608,1,6,dry,TB_0597,B8,,,,,,,35.7711875,0.253058681,16,0.06326467,,34.629625,0.776943059,16,0.194235765,,,,
60609,1,6,dry,B100,B9,,sm_probe,,,,,36.411625,0.323118941,16,0.080779735,,35.945625,0.696015409,16,0.174003852,,,,
60610,1,6,dry,TB_0122,B10,,,,,,,36.9524375,0.20962855,16,0.052407138,,38.0798125,1.140193622,16,0.285048406,,,,
60611,1,6,dry,TB_0381,B11,,sparse,,,,,47.710625,1.939928379,16,0.484982095,,54.8330625,3.243915792,16,0.810978948,,,,
60612,1,6,dry,TB_0124,B12,,,,,,,40.8821875,1.044737748,16,0.261184437,,39.71525,1.373208093,16,0.343302023,,,,
60613,1,6,dry,TB_0205,C7,,sparse,,,,,42.867375,1.186906617,16,0.296726654,,46.9206875,2.671503565,16,0.667875891,,,,
60614,1,6,dry,TB_0447,C8,,,,,,,38.203625,0.824357922,16,0.20608948,,37.1138125,0.828767295,16,0.207191824,,,,
60615,1,6,dry,TB_0446,C9,,,,,,,38.1113125,0.617964154,16,0.154491039,,37.0105,1.037010318,16,0.25925258,,,,
60616,1,6,dry,TB_0529,C10,,,,,,,38.0790625,0.660404267,16,0.165101067,,35.846875,0.689468576,16,0.172367144,,,,
60617,1,6,dry,TB_0492,C11,,,,,,,37.33925,0.535178163,16,0.133794541,,38.4969375,1.927793089,16,0.481948272,,,,
60618,1,6,dry,B100,C12,,,,,,,37.9496875,0.999584962,16,0.24989624,,36.620375,0.703992128,16,0.175998032,,,,
60619,1,6,dry,TB_0156,D7,,,,,,,37.45275,0.454647482,16,0.113661871,,37.12675,1.001852251,16,0.250463063,,,,
60620,1,6,dry,B100,D8,,,,,,,36.1055,0.207568141,16,0.051892035,,35.7950625,1.470159695,16,0.367539924,,,,
60621,1,6,dry,TB_0382,D9,,,,,,,37.2555625,0.469214659,16,0.117303665,,38.360125,1.641828731,16,0.410457183,,,,
60622,1,6,dry,TB_0551,D10,,,,,,,37.2718125,0.272860213,16,0.068215053,,34.829,0.471595872,16,0.117898968,,,,
60623,1,6,dry,TB_0501,D11,,,,,,,37.9848125,0.472186011,16,0.118046503,,40.6915625,2.005238106,16,0.501309527,,,,
60624,1,6,dry,TB_0274,D12,,,,,,,41.330625,1.066798567,16,0.266699642,,45.275875,3.355211268,16,0.838802817,,,,
60625,1,6,dry,TB_0486,E7,,,,,,,35.4135,0.192689387,16,0.048172347,,34.752125,0.480226596,16,0.120056649,,,,
60626,1,6,dry,TB_0550,E8,,,,,,,36.7094375,0.31437196,16,0.07859299,,35.972625,1.279176499,16,0.319794125,,,,
60627,1,6,dry,TB_0341,E9,,,,,,,37.6098125,0.533316569,16,0.133329142,,41.1963125,2.445129873,16,0.611282468,,,,
60628,1,6,dry,TB_0260,E10,,,,,,,49.1176875,3.430335838,16,0.85758396,,41.02075,4.204802278,16,1.05120057,,,,
60629,1,6,dry,TB_0344,E11,,,,,,,45.5505625,1.276292337,16,0.319073084,,45.4555625,2.462309538,16,0.615577385,,,,
60630,1,6,dry,TB_0167,E12,,,,,,,41.994625,0.963951166,16,0.240987791,,42.7173125,1.871610063,16,0.467902516,,,,
60631,1,6,dry,TB_0169,F7,,,,,,,35.6339375,0.240895681,16,0.06022392,,38.53425,1.111905602,16,0.2779764,,,,
60632,1,6,dry,TB_0208,F8,,sparse,,,,,42.4241875,1.054005959,16,0.26350149,,45.746125,2.13676899,16,0.534192248,,,,
60633,1,6,dry,TB_0560,F9,,,,,,,37.775,0.596947457,16,0.149236864,,40.7413125,1.605800474,16,0.401450119,,,,
60634,1,6,dry,B100,F10,,,,,,,36.0633125,0.339356002,16,0.084839,,36.964,1.02132822,16,0.255332055,,,,
60635,1,6,dry,TB_0037,F11,,,,,,,38.3026875,0.431027566,16,0.107756891,,38.607,1.583159878,16,0.39578997,,,,
60636,1,6,dry,TB_0434,F12,,,,,,,41.6806875,1.078424327,16,0.269606082,,44.4725,2.545070058,16,0.636267514,,,,
60637,1,6,dry,TB_0402,G7,,,,,,,35.744625,0.222484419,16,0.055621105,,37.9439375,1.183572979,16,0.295893245,,,,
60638,1,6,dry,TB_0412,G8,,,,,,,39.96825,1.157613263,16,0.289403316,,41.8181875,1.783968169,16,0.445992042,,,,
60639,1,6,dry,TB_0346,G9,,sparse,,,,,41.630125,0.916657106,16,0.229164277,,43.2783125,1.670752993,16,0.417688248,,,,
60640,1,6,dry,TB_0420,G10,,,,,,,38.675875,0.368771994,16,0.092192998,,42.0359375,1.447945877,16,0.361986469,,,,
60641,1,6,dry,TB_0612,G11,,,,,,,39.2925,0.356762666,16,0.089190667,,37.472625,0.471868608,16,0.117967152,,,,
60642,1,6,dry,TB_0476,G12,,,,,,,40.181125,0.774332476,16,0.193583119,,38.47975,1.527240191,16,0.381810048,,,,
60643,1,6,dry,TB_0368,H7,,,,,,,36.500875,0.289117018,16,0.072279254,,38.478375,0.790094414,16,0.197523604,,,,
60644,1,6,dry,TB_0424,H8,,,,,,,38.706125,0.782240021,16,0.195560005,,37.4695,1.105558984,16,0.276389746,,,,
60645,1,6,dry,B100,H9,,sm_probe,,,,,36.17075,0.421524772,16,0.105381193,,36.113875,1.269704368,16,0.317426092,,,,
60646,1,6,dry,TB_0641,H10,,,,,,,36.8996875,0.319327777,16,0.079831944,,36.34,0.893115222,16,0.223278806,,,,
60647,1,6,dry,TB_0056,H11,,,,,,,39.2296875,0.85285784,16,0.21321446,,47.7845,3.039003872,16,0.759750968,,,,
60648,1,6,dry,TB_0340,H12,,,,,,,38.876125,0.435575921,16,0.10889398,,44.4581875,2.244485842,16,0.561121461,,,,
60649,1,6,dry,B100,I7,,,,,,,35.7079375,0.297953345,16,0.074488336,,36.5211875,0.820719702,16,0.205179925,,,,
60650,1,6,dry,TB_0046,I8,,,,,,,38.5063125,0.478008887,16,0.119502222,,40.751875,2.748184416,16,0.687046104,,,,
60651,1,6,dry,TB_0348,I9,,,,,,,39.1333125,0.580626755,16,0.145156689,,46.4988125,4.024377736,16,1.006094434,,,,
60652,1,6,dry,TB_0148,I10,,,,,,,42.533875,0.727228609,16,0.181807152,,43.5349375,1.126538324,16,0.281634581,,,,
60653,1,6,dry,TB_0103,I11,,,,,,,37.590875,0.665006855,16,0.166251714,,37.2146875,0.813979092,16,0.203494773,,,,
60654,1,6,dry,TB_0212,I12,,sparse,,,,,47.98275,2.756294167,16,0.689073542,,44.130375,1.949220147,16,0.487305037,,,,
60655,1,6,dry,TB_0554,J7,,,,,,,35.77625,0.159778805,16,0.039944701,,34.668125,0.807761093,16,0.201940273,,,,
60656,1,6,dry,TB_0527,J8,,,,,,,36.371875,0.200683457,16,0.050170864,,34.7795625,0.591274214,16,0.147818553,,,,
60657,1,6,dry,TB_0278,J9,,,,,,,38.959625,0.48157573,16,0.120393932,,40.316,1.635877379,16,0.408969345,,,,
60658,1,6,dry,TB_0439,J10,,,,,,,37.136125,0.348802308,16,0.087200577,,35.2899375,0.597018533,16,0.149254633,,,,
60659,1,6,dry,B100,J11,,,,,,,39.174125,0.582723591,16,0.145680898,,42.1706875,0.935771889,16,0.233942972,,,,
60660,1,6,dry,TB_0401,J12,,,,,,,41.5321875,0.714647906,16,0.178661976,,41.8376875,1.335925882,16,0.333981471,,,,
60701,1,7,dry,TB_0204,A18,,,,,,,45.9284375,4.853954662,16,1.213488666,,42.8769375,3.840902645,16,0.960225661,,,,
60702,1,7,dry,B100,A17,,,,,,,36.5875625,0.191137287,16,0.047784322,,37.2195,0.796540604,16,0.199135151,,,,
60703,1,7,dry,TB_0258,A16,,,,,,,36.84425,0.256758901,16,0.064189725,,38.334625,0.614449876,16,0.153612469,,,,
60704,1,7,dry,TB_0282,A15,,,,,,,36.7620625,0.228850597,16,0.057212649,,36.8088125,0.6239029,16,0.155975725,,,,
60705,1,7,dry,TB_0577,A14,,,,,,,37.180125,0.185293956,16,0.046323489,,37.1646875,0.536807069,16,0.134201767,,,,
60706,1,7,dry,TB_0358,A13,,,,,,,37.900375,0.218046746,16,0.054511686,,43.4430625,2.170164094,16,0.542541024,,,,
60707,1,7,dry,TB_0534,B18,,beam,,,,,36.3976875,0.404190833,16,0.101047708,,34.220625,0.368349087,16,0.092087272,,,,
60708,1,7,dry,TB_0384,B17,,beam,,,,,37.4193125,0.36078779,16,0.090196947,,36.14175,0.514797371,16,0.128699343,,,,
60709,1,7,dry,B100,B16,,beam sm_probe,,,,,36.3098125,0.315101088,16,0.078775272,,37.3328125,0.911862067,16,0.227965517,,,,
60710,1,7,dry,A10,B15,,,,,,,37.1870625,0.558648783,16,0.139662196,,36.92125,0.876328972,16,0.219082243,,,,
60711,1,7,dry,TB_0610,B14,,,,,,,36.3534375,0.405190321,16,0.10129758,,36.9800625,0.69975343,16,0.174938357,,,,
60712,1,7,dry,TB_0064,B13,,,,,,,36.22625,0.158657493,16,0.039664373,,35.9159375,0.321710733,16,0.080427683,,,,
60713,1,7,dry,TB_0493,C18,,,,,,,37.025875,0.228893243,16,0.057223311,,36.558875,0.717747112,16,0.179436778,,,,
60714,1,7,dry,TB_0265,C17,,,,,,,37.3908125,0.569616154,16,0.142404038,,37.7764375,0.615895984,16,0.153973996,,,,
60715,1,7,dry,TB_0261,C16,,,,,,,36.452875,0.274359831,16,0.068589958,,40.4689375,2.130376507,16,0.532594127,,,,
60716,1,7,dry,TB_0256,C15,,,,,,,37.0403125,0.272377855,16,0.068094464,,37.1416875,0.993946257,16,0.248486564,,,,
60717,1,7,dry,TB_0495,C14,,,,,,,36.9659375,0.216793748,16,0.054198437,,36.937875,0.917637901,16,0.229409475,,,,
60718,1,7,dry,B100,C13,,,,,,,36.5280625,0.293252444,16,0.073313111,,36.785125,0.710832739,16,0.177708185,,,,
60719,1,7,dry,TB_0155,D18,,,,,,,37.467375,0.403423661,16,0.100855915,,35.65275,0.314047661,16,0.078511915,,,,
60720,1,7,dry,B100,D17,,,,,,,36.668375,0.373328073,16,0.093332018,,35.36425,0.223324726,16,0.055831182,,,,
60721,1,7,dry,TB_0342,D16,,sparse,,,,,38.08325,0.548672398,16,0.137168099,,42.9055625,1.68193884,16,0.42048471,,,,
60722,1,7,dry,TB_0456,D15,,,,,,,37.1590625,0.198009585,16,0.049502396,,36.3440625,0.316170095,16,0.079042524,,,,
60723,1,7,dry,TB_0540,D14,,,,,,,36.987625,0.199667682,16,0.049916921,,36.6011875,0.764359446,16,0.191089861,,,,
60724,1,7,dry,TB_0606,D13,,,,,,,36.34025,0.219529649,16,0.054882412,,36.3256875,0.561929618,16,0.140482405,,,,
60725,1,7,dry,TB_0034,E18,,,,,,,37.1976875,0.257213975,16,0.064303494,,35.6016875,0.400665233,16,0.100166308,,,,
60726,1,7,dry,TB_0137,E17,,,,,,,39.46825,0.501670078,16,0.125417519,,36.5359375,0.603040349,16,0.150760087,,,,
60727,1,7,dry,TB_0555,E16,,,,,,,35.687125,0.245595026,16,0.061398756,,34.30225,0.242661767,16,0.060665442,,,,
60728,1,7,dry,TB_0547,E15,,,,,,,37.2989375,0.253931347,16,0.063482837,,36.11925,0.408860449,16,0.102215112,,,,
60729,1,7,dry,TB_0050,E14,,,,,,,36.8246875,0.360195265,16,0.090048816,,35.7986875,0.367092489,16,0.091773122,,,,
60730,1,7,dry,TB_0460,E13,,,,,,,36.4731875,0.281856989,16,0.070464247,,36.2689375,0.462505707,16,0.115626427,,,,
